global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
795.0395579581949	n/a	632087.898718362	n/a	1237.9558249150732	n/a	1532534.6244411594	n/a	767.6426937493194	n/a	589275.3052667114	n/a	802.1869783646496	848.5508108390005	n/a	n/a	n/a	n/a	0.0302881699	-0.1482590902	0.1893804324	-0.0624978067	0.1432027044	0.0656263698	-0.1585741391	0.2968609879	-0.0288514994	0.0690839131	-0.0938131529	0.0206468137	0.1929775407	-0.1792332868	0.0069331303	-0.0797080883	-0.0115834695	0.1170652265	-0.0766425714	0.0272485337	-0.1143642487	0.0123378508	-0.0844855277	0.126088618	-0.0051925849	0.0273120652	-0.0006838465	0.1221488475	-0.1158867414	0.1338249478	-0.1519118978	0.030489729	-0.0747239286	0.1554442575	-0.05486992	-0.0074133348	0.0587082652	0.0365020111	-0.0497179803	-0.0415253641	-0.1288423917	0.0681336926	0.1969952484	-0.1099808607	-0.0347962926	0.1749732111	0.0847673643	-0.106705318	-0.0381687491	0.2578734549	-0.0367503709	0.1107724426	-0.0136328225	0.0632308001	-0.0926490784	0.0467927929	-0.1111310461	0.104545018	-0.0426271236	0.097002757	-0.1888603297	0.0446792626	-0.1328600415	0.1389765835	-0.1745531136	0.06938071	-0.0308052892	0.0019586398	-0.1675851112	0.1053791149	-0.0378292941	0.0981440839	-0.0952040574	0.0388431848	0.0632067431	-0.0179050503	-0.1170805231	0.1043252614	0.128193982	0.0973576027	-0.0762447633	0.0689019032	-0.0328580212	0.1435099285	-0.1663471546	0.2608320233	-0.2186093274	0.0700453412	-0.2101465592	0.058301666	-0.0520378848	0.2500103553	-0.0514833023	0.0605577322	-0.0316939609	0.0571497699	-0.0723049018	0.1028313332	-0.0485080799	0.0635000668	-0.0059778196	0.1018639157	-0.0013711857	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0905830862306089	n/a	n/a	0.0082052955110619	-0.0081832092721469	n/a	6.696491399175101e-05	n/a	-0.1483958881027547	n/a	n/a	0.0220213396058052	0.0003110954828649	n/a	n/a	9.678039945894528e-08	0.000187342152542	n/a	n/a	3.509708211907e-08	-0.0010160298905452	n/a	n/a	1.032316738481291e-06	0.0	0.0	0.0	0.0	0.0
786.8336604529383	-8.205897505256644	619107.2092217697	67.33675386677722	1219.7263507768805	-18.2294741381927	1487732.3707794857	332.31372735503646	764.5420460022714	-3.100647747048015	584524.5401053393	9.614016451273931	797.3496763605663	824.2814500858909	1.436574	31.33371	0.0895735285759831	0.0428273780678567	-0.0580837906	-0.0085769901	0.0999410345	-0.1685769354	0.06661262	0.0741490758	-0.07859911	-0.0009981632	-0.1283879071	0.1674863009	-0.2141165	-0.1577199089	0.1089231984	-0.1149556349	-0.2178186449	0.0753976101	0.1070028112	-0.0295380813	0.0060115356	-0.1094914813	0.068802865	-0.0034067568	0.0845308431	0.0518819899	0.0997872872	-0.0037367434	0.0195586182	0.0763803964	-0.1579751251	-0.0848878834	-0.0630366454	0.1338892936	0.0024147221	0.1956292302	0.0308774586	-0.1494986533	-0.0739459922	-0.0592141941	0.1126504964	0.012448448	-0.008081288	0.0153911172	-0.0223394734	0.0437247729	0.0010942295	-0.079722095	0.1520789325	0.0184297507	0.0066062271	0.2174291375	0.0983469619	-0.1018530422	-0.123214278	-0.1152453318	-0.0207214077	0.0894383065	0.0787534597	-0.1621837829	0.0187125193	0.0408514548	-0.1162197484	0.1258874154	0.1183693768	0.0965565785	0.0291075066	-0.0096136094	-0.1534440218	-0.0011386053	-0.1901932963	0.0346388203	0.0011645412	-0.206122155	0.0012531232	-0.0108422608	0.0523265483	0.0673825945	0.0165375125	-0.0885517941	0.0544380579	0.1217825876	0.0414531595	0.0710929773	0.1245226587	-0.0255442781	-0.0096339801	0.0412687779	-0.119812726	0.174593384	-0.0407855278	0.077371052	-0.168540073	0.2110960111	-0.1762866077	-0.0654740726	0.0107853583	0.0278632207	-0.1298237615	0.0261726871	0.0707025142	0.138635496	-0.1415414852	-0.0007020919	0.1130141474	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0717733332771501	0.0188097529534587	0.0003538068061701	0.0051514113697128	-0.0001651724900568	0.0080180367820901	2.7281951471563693e-08	6.428891383894978e-05	-0.1215854286870694	0.0268104594156853	0.0007188007340801	0.0147830164690184	-3.090740702907846e-05	-0.0003420028898939	1.1696597669583273e-07	9.552678092611283e-10	0.0002600111727346	7.266902019259998e-05	5.2807864957525045e-09	6.760580994682199e-08	-0.0007119962121368	0.0003040336784084	9.243647760654239e-08	5.069386060971511e-07	0.0	0.0	0.0	0.0	0.0
786.6841886662103	-0.149471786727986	618872.0126974136	0.0223418150276565	1223.2291523380502	3.50280156116969	1496289.559129665	12.269618776932818	762.2788631720063	-2.263182830265123	581069.0652388062	5.121996523206852	795.3066317788964	811.8394222912035	1.261625	27.517815	0.0346778217054278	0.0214503166665614	-0.1405403122	-0.1233763557	-0.0386761695	0.07373	-0.0978562564	0.1103957786	0.0631238362	-0.0258460095	-0.0744217558	-0.0556986173	0.0174138151	0.1236300255	-0.0741744448	-0.0528134361	-0.0336147773	0.0730337903	0.0103392844	-0.1513667371	0.0251448061	0.1744715496	-0.1505147252	-0.0122218621	0.1596362998	-0.0472617533	-0.0271999396	0.0237033066	-0.062543392	0.0276461748	0.0583966056	-0.0165878317	0.1509924069	-0.2176106389	-0.0498685357	0.0232523603	0.0118113048	-0.0961819457	0.0625389285	0.0101439192	0.0289580442	-0.0525065382	0.0111056887	-0.1614810289	-0.1848211729	0.0353897692	0.0703132616	0.0832859338	0.1583286536	-0.2120437	0.0856346064	0.0197636102	0.0103863556	-0.0982532633	0.0747668238	-0.0921447471	0.1109873213	-0.046451397	0.0079974429	0.1638016175	-0.154843556	-0.0543877349	-0.1678702043	-0.0280447696	-0.058819907	0.0977526161	0.0869682754	0.0128676683	-0.0776646448	-0.1186360615	0.0939339363	0.0256866847	-0.0708514721	-0.0590517235	-0.0033291002	-0.1430777769	-0.0332328729	0.2569375161	0.092202192	2.5539e-06	0.0642994447	0.0766073721	0.0827635553	-0.0515631724	-0.0813712787	-0.0820908968	-0.0989100668	-0.0973709733	0.0421807935	0.143202481	-0.1490071579	0.1123649506	-0.1599164879	0.0230228613	0.0843555518	-0.0014245899	0.1595201242	-0.0796781172	0.0797525189	0.1390828186	0.0728762175	-0.1242287082	-0.0059731351	-0.0334438655	-0.0619449118	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0697575865518587	0.0020157467252914	4.06323486052304e-06	0.00486612088154	0.0196044119155658	0.0197695844056225	0.0003843329665551	0.000390836467571	-0.1229012950734969	-0.0013158663864275	1.7315043469297666e-06	0.0151047283307427	5.064113963844873e-05	8.154854666752719e-05	6.650165463585861e-09	2.564525023880863e-09	0.0003809811691612	0.0001209699964265	1.4633740035451616e-08	1.4514665125543488e-07	-0.0007410101528044	-2.9013940667599957e-05	8.418087530630103e-10	5.490960465592002e-07	0.0	0.0	0.0	0.0	0.0
784.7158240308214	-1.9683646353888664	615778.9244843711	3.874459337849544	1212.1042556762695	-11.124896661780667	1469196.726628523	123.76332573529864	760.4487230956682	-1.830140076338012	578282.2604578324	3.3494126990185027	792.2116570114454	813.5704446892989	1.200379	26.181955	0.0442857466121514	0.0236673768028639	0.0266756019	-0.112355411	-0.058812361	0.0081746448	-0.0309320788	0.029090865	0.156138321	0.0142278989	-0.1048478735	-0.0554264208	0.0322969582	0.0183360902	-0.131746762	0.0203975855	0.0162753647	0.1641164637	-0.2276842739	-0.0969483979	0.0854321279	-0.0651968393	0.1790864817	-0.1616153107	-0.0279919389	0.1277490969	-0.1349984209	0.0514152932	-0.1483942504	-0.0262924795	0.0312503186	-0.1273603809	0.016614196	-0.157049186	-0.108176185	-0.0428349175	0.0126192536	0.0186894748	0.0202627234	0.0937312852	-0.0106653367	0.0540083383	0.1263226781	0.1056966237	-0.0088172739	-0.1112811364	-0.1094752108	-0.0657533757	0.1087667641	0.0035397043	0.0626102914	-0.0553401253	-0.0057726219	-0.2084055653	0.1238836272	0.0971993019	0.1121871124	0.066301624	0.0721236067	-0.2288140255	0.1282399135	-0.0513776269	-0.0209987525	-0.0264517768	-0.2291495474	-0.0941752244	-0.1077585737	-0.075492431	-0.0515362363	-0.0314848821	0.1220932356	0.0800803618	-0.0998095323	0.0316355472	0.1140158953	0.0235036606	0.0311886119	-0.0092253795	0.0219953687	-0.0371086574	-0.1584504137	0.0531375187	0.0936051479	-0.0443668624	-0.0115713092	0.040779606	-0.0409964857	-0.0502365434	-0.1343701811	0.0392002669	-0.005029886	0.1245966505	-0.078112512	-0.0051154999	-0.0656758377	0.0577883152	-0.0176576111	-0.1388418541	0.1384574113	-0.0031315446	-0.0038178677	0.0020556821	-0.2944870565	0.072609858	0.1583417604	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0658673758833714	0.0038902106684872	1.5133739045212392e-05	0.0043385112057613	0.000351175599107	-0.0192532363164588	1.233243014081604e-07	0.0003706871086574	-0.1311638588231147	-0.0082625637496178	6.826995971649838e-05	0.0172039578613699	0.0002611238815315	0.000210482741893	4.4302984634816854e-08	6.818568150607686e-08	0.0003339030401534	-4.707812900779998e-05	2.216350230875058e-09	1.1149124022368307e-07	-0.0007410439994553	-3.38466509000818e-08	1.1455957771520081e-15	5.491462091287067e-07	0.0	0.0	0.0	0.0	0.0
784.8850135820622	0.1691895512408336	616044.484545714	0.0286251042490746	1211.1540003082632	-0.9502553680063102	1466894.0124627084	0.902985264424808	760.4470969166732	-0.0016261789950249	578279.7872089961	2.644458123860289e-06	790.9828632778181	792.8947511095749	1.235598	26.950125	0.093841299092608	0.0516524714135274	0.0093929855	0.025507918	-0.2256781615	0.1342509054	-0.077944694	-0.0868662415	0.1825609853	-0.1163519437	0.0664770043	0.0408136851	-0.0748862453	0.1777237558	-0.1684514754	0.1168345924	0.1366873992	0.0543723116	-0.0558014047	-0.0622084999	-0.0017963233	0.1033192064	0.076713718	-0.0231960247	0.0043316708	-0.0505257616	0.1605739743	-0.1035267893	0.1023158713	-0.1450432738	0.1166430252	0.0188061468	0.0024891632	-0.0861524751	-0.0049247133	0.0633712606	0.0113592617	0.0372733974	0.0848338575	0.0284862101	0.0399307372	0.0142450007	0.1149202232	0.1208979446	0.0891619265	0.1462521999	-0.1082556254	-0.0375921848	-0.1475365973	0.0899335575	0.0310545242	-0.2273345029	-0.0619865682	-0.0652896911	0.0903639468	0.0409453761	0.0258652475	0.1172446928	0.1667033832	0.0290126149	-0.0065294888	0.0496951766	0.0344405453	0.0394506179	0.0308724247	0.1473931603	0.142365793	0.1230851439	0.0988376824	-0.0977343147	0.0978502137	-0.007993094	-0.066441325	-0.0115639312	0.0843608936	-0.0045382516	0.0385126589	-0.0856038087	-0.0076251435	0.0734838617	0.0876660605	-0.0696303681	0.1344565267	-0.1156170857	-0.0455935268	0.0165556938	0.0098902182	-0.1239874201	0.1549113141	-0.0241585763	-0.0488912572	0.1192957565	-0.053631459	-0.0489162454	-0.0494708057	-0.0091280473	-0.0851024658	-0.1368278512	-0.0629139275	0.0060991308	0.0867033	0.0455223447	0.0140891314	-0.1356149664	-0.0310504616	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0658613920225406	5.983860830796606e-06	3.5806590442341844e-11	0.0043377229591467	0.0405667102891271	0.0402155346900201	0.0016456579836819	0.0016172892304042	-0.1042017669754713	0.0269620918476434	0.0007269543968007	0.0108580082408104	3.509555166512473e-05	-0.0002260283298663	5.108880590218297e-08	1.231697746679439e-09	0.0003899912218718	5.608818171840002e-05	3.145884128476262e-09	1.5209315313705958e-07	-0.0004900067371578	0.0002510372622975	6.301970706182381e-08	2.4010660246003334e-07	0.0	0.0	0.0	0.0	0.0
791.3169970709995	6.431983488937249	626182.5898534642	41.37041160196138	1209.5770533520888	-1.5769469561744245	1463076.6479959218	2.486761702587782	765.0202464389324	4.5731495222592	585255.9774614848	20.91369655293955	795.5484107826961	824.4660399236177	1.286756	28.065968	0.1250870636676887	0.0694236271007859	0.1481626574	0.0084552648	-0.0111734288	0.0425801875	-0.0788325907	-0.0954421189	0.026536998	0.0793703306	0.1370530642	0.0533952099	-0.0849649642	0.0327341509	0.0616624561	0.0879250213	0.1982140186	-0.0103883085	0.0086968964	0.0009142736	0.0279057201	0.0538569431	-0.047963271	-0.0123867568	-0.225701736	0.0052951582	-0.0294602371	0.1661898838	0.0336132517	-0.1689721626	0.0267421734	0.0164176668	-0.098369126	0.1459727947	0.0390984575	-0.1580484978	-0.0621377885	0.1010656911	-0.0057787432	-0.0630993779	0.1356088322	-0.0250171309	-0.0418155168	0.057092599	-0.016443947	-0.0199595262	0.0673715967	0.0750560006	0.0684794257	0.0853872082	-0.0927052511	-0.0975752373	-0.1693576301	0.0758919292	0.0180298363	0.0544066843	0.0351958566	0.0345474971	0.078415036	-0.0087866175	-0.089933246	0.1991944911	0.2093952733	0.0394921813	-0.0261879955	-0.1175524955	-0.0327697099	-0.0136176018	-0.0532838787	0.1243520386	-0.0628618545	-0.1713598877	-0.0134858556	0.1045071304	0.1493336379	-0.1197826315	0.0230980032	-0.0227454067	-0.0623417548	0.0027879675	-0.0166310222	-0.140818079	0.0280126249	-0.0357109517	-0.0343945737	-0.0024367074	-0.0537706493	0.0656978396	-0.096777107	-0.1206681117	-0.0218710963	0.1636390509	-0.0677830459	-0.070648206	0.0218043545	-0.0304970663	-0.0496561932	-0.0067926959	0.0806856636	-0.2096866715	0.0591402461	0.0543278701	-0.081055629	-0.120485284	-0.0549030315	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0657445427254828	0.0001168492970577	1.365375822290134e-08	0.0043223448981828	-0.0117701003095476	-0.0523368105986747	0.0001385352612968	0.0027391417436415	-0.1471818993888263	-0.042980132413355	0.0018472917822695	0.0216625115077025	-0.0001719695716216	-0.0002070651232867	4.2875965281746516e-08	2.9573533563716613e-08	0.0002590199672616	-0.0001309712546102	1.7153469534169842e-08	6.709134344020035e-08	-0.0002349776878827	0.0002550290492751	6.50398159741614e-08	5.521451380269958e-08	0.0	0.0	0.0	0.0	0.0
787.632926989248	-3.684070081751543	620365.62767765	13.572372367256818	1212.4767959832218	2.8997426311329946	1470099.9807977392	8.408507326810103	763.3166772216622	-1.7035692172702284	582652.3497247192	2.9021480780306987	795.6885611663093	819.163699009544	1.106184	24.127439	0.1158089003420878	0.0613117525075743	0.1326068704	0.0291239817	-0.0130004964	0.1064665452	0.0531555813	-0.1458332029	-0.0117638803	-0.0208512855	-0.0541289934	0.0153166182	-0.0075529409	-0.0310487934	0.0720976649	0.1558159551	-0.0444584287	-0.0032371186	-0.0636247288	-0.0466792993	0.0237595872	-0.0475293029	0.081649338	-0.0163982084	-0.0100062626	-0.0702659966	0.0970476943	0.0242542422	-0.0888226465	-0.0199764308	0.0165024279	-0.09351402	0.1715376317	0.133296783	0.0223308222	0.0253460187	0.1214794702	0.2093937504	-0.0892092495	0.045468599	-0.0445469838	0.0752415166	0.0217965628	-0.1444274268	-0.071822511	0.0432738268	0.0980796763	0.138422551	-0.0528083095	0.1904848508	-0.1632589765	-0.0356920016	0.0596315595	-0.0096510531	0.0698635889	0.0164806964	-0.0146652032	0.0056700449	0.0362706711	9.90083e-05	-0.0184377141	-0.1113510506	0.1364393542	0.153191231	0.1293786582	-0.118339669	-0.0427890081	-0.0049810218	0.0021047175	0.1037374863	0.1117219323	0.1291823086	-0.1014216066	0.0661995927	-0.0933044156	0.0227160523	-0.1237305814	-0.0222564929	-0.0714849907	0.0896656859	-0.0446429782	-0.1451598877	-0.0119502405	-0.075087806	-0.054249763	0.0039970566	-0.0440838942	-0.0200662111	0.0629402576	-0.0478266789	0.1305710349	0.0762322596	-0.0590535484	-0.0432597578	0.0272953948	0.1249070789	-0.2239315382	-0.060189328	0.0121755333	-0.038186226	0.1205433248	-0.0733013274	0.1597559599	-0.2432873663	0.0257726396	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0502007679377385	0.0155437747877443	0.0002416089346521	0.0025201171015386	0.0359664993440702	0.0477365996536178	0.001293589075067	0.0022787829464897	-0.1141263198706497	0.0330555795181766	0.0010926713372824	0.0130248168872178	-6.998475123941964e-05	0.0001019848203821	1.0400903588385587e-08	4.897865406043449e-09	0.0003900027148759	0.0001309827476142	1.7156480172591406e-08	1.5210211761057253e-07	-7.848632822819837e-05	0.0001564913596545	2.4489545646514583e-08	6.1601037187444894e-09	0.0	0.0	0.0	0.0	0.0
790.4078677421738	2.774940752925886	624744.5973887298	7.700296182248883	1216.502130233824	4.0253342506021	1479877.4328634315	16.20331582907037	764.3184691968349	1.0017919751727504	584182.7223553931	1.0035871615205203	795.75167975747	813.4614022606297	1.110371	24.218763	0.0462643114827195	0.0239708657470513	0.1042008837	0.1039735375	0.0443109911	0.1180103532	-0.0153217571	-0.1264888107	-0.0890476083	0.0254646716	0.0523593412	0.0112361926	0.0548201435	0.1553607908	0.0508148347	0.0861432573	0.0122301556	-0.1160286912	-0.1237169676	0.0507504834	-0.0402858274	0.1298183394	-0.0390714444	0.0703953434	-0.0624860837	0.1178483206	-0.0290489462	0.0906056328	0.0643813309	0.2661556278	-0.117381053	-0.1159735204	0.1352740575	-0.0317616981	-0.0047162304	0.0217684919	0.0092793158	0.0434316496	0.1151825801	-0.1044118736	0.0106386356	-0.0441270919	0.0717411038	0.0793419697	-0.0013150189	-0.0111344127	0.0861355023	0.0577095801	-0.0540259433	-0.0960361698	-0.097189238	-0.0534523847	0.0305258938	0.1227495579	0.1176318059	0.0350615971	-0.0379656961	0.0256384114	0.0335003331	0.0750619583	-0.0740562643	0.0438881269	-0.065477616	-0.0564023631	-0.0333882911	0.072702543	-0.1520370954	-0.1534803208	-0.1768460751	0.0161209975	-0.0016075525	0.0172516646	-0.0279440458	-0.0846860063	-0.0619424145	0.0991337263	0.0690331571	0.097930259	-0.0043236005	0.021577962	-0.0477064656	-0.0944917615	-0.1400378223	-0.0297432168	-0.068611129	-0.0256078302	-0.0656542559	0.0564667984	0.037125607	-0.0882474597	-0.0536096104	0.0688507267	-0.0506802818	-0.1786648652	0.0738685678	-0.0721250703	0.0935309225	0.1018744071	-0.0627208479	0.0188413224	-0.0551299174	-0.2786405526	0.1403773554	-0.1921202718	0.1225516794	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0484093151529805	0.001791452784758	3.2093030800171957e-06	0.0023434617935805	0.0218801722474779	-0.0140863270965923	0.0004787419375793	0.0001984246110721	-0.1312624321762925	-0.0171361123056427	0.0002936463449516	0.0172298261008357	-0.000171991036278	-0.0001020062850385	1.0405282187372102e-08	2.9580916559980312e-08	0.0002270064699703	-0.0001629962449055	2.6567775853326324e-08	5.1531937408376723e-08	-7.84804722578489e-05	5.855970349475173e-09	3.4292388733932376e-17	6.159184525814991e-09	0.0	0.0	0.0	0.0	0.0
786.897153783114	-3.5107139590597853	619207.1306319658	12.325112502337232	1208.3816601645622	-8.120470069261728	1460186.2366220634	65.94203414577558	762.6247237275719	-1.6937454692630354	581596.4692405554	2.86877371464906	795.4031069816112	808.4166640231484	1.240769	27.062914	0.0925449082737743	0.0474889240093317	-0.0346243194	0.0090047751	0.0994730919	0.0694069672	0.1665173367	0.0106053623	-0.1252926302	-0.0954140245	-0.0592650052	0.0160588156	-0.053860499	0.0390327062	-0.0201386963	-0.051493225	-0.1069395962	-0.0793031594	-0.0978094602	0.0991981295	0.0908014084	0.0269710311	-0.1375327242	0.075795582	-0.0487599986	-0.1478046321	0.0102666366	-0.0178739808	0.1328883653	0.0550820048	-0.1141029012	-0.0633642583	-0.0095711599	-0.1017485439	-0.0754249578	0.1406136939	-0.1829223941	-0.0448736994	0.0024506678	0.154468369	0.0352471181	0.0091097453	-0.0383865492	-0.0077441711	0.2107411621	-0.1273120222	-0.0339139212	-0.1871372879	-0.1722254815	0.2297197121	0.0316255403	0.0529065462	0.1525801129	0.0515118359	0.0566620631	0.1109831004	-0.0056731927	0.1141082654	-0.1737908228	0.1494485232	-0.0758763717	0.1687062315	0.0634790757	-0.1205870887	0.0544720127	-0.0061726688	-0.0077715328	-0.0748427756	0.0722431207	-0.0276985649	-0.1188725352	-0.0545140552	0.0168735049	0.0179596401	-0.1294881212	0.3156806253	-0.1323585853	0.0681488868	0.0456324543	-0.0609175572	-0.1049278992	0.0564385017	-0.0974316774	-0.019556034	-0.006701998	0.078295291	-0.0809521438	0.0332323031	-0.010705032	0.0125811689	0.0850908705	-0.0808659214	-0.0249655557	-0.0237275079	0.0768965836	0.160225604	-0.0224984253	0.0216649747	-0.2381908003	0.1979150859	-0.1468534545	-0.1139498263	0.0246388078	0.2619395468	0.0562208387	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0325378338014274	0.0158714813515531	0.0002519039202926	0.0010587106284893	0.0218374995206858	-4.267272679209927e-05	0.0004768763853159	1.8209616118731466e-09	-0.0980588170665512	0.0332036151097412	0.0011024800563558	0.0096155316044913	0.0004169997867566	0.0005889908230346	3.469101896189756e-07	1.738888221550499e-07	-3.026688127905075e-06	-0.0002300331580982	5.2915253824633815e-08	9.160841023601527e-12	-0.0001279992728388	-4.951880058095111e-05	2.452111610976004e-09	1.6383813847261566e-08	0.0	0.0	0.0	0.0	0.0
786.3419397180364	-0.5552140650776209	618333.646159524	0.3082626580600167	1219.10397356679	10.722313402227885	1486214.4983663368	114.96800469559568	761.6891382965895	-0.935585430982428	580170.343399001	0.8753200986665757	793.303849472216	797.7391440592314	1.257697	27.43215	0.0990733512290345	0.0620270346076063	-0.1187808634	0.0087604936	-0.0449240015	0.0588210772	0.0569613115	0.131799874	0.0472839836	-0.0724149903	-0.0103300436	-0.0212973614	0.1024263462	-0.0671639632	-0.1139327268	-0.0466638864	-0.0212995024	-0.0008146622	-0.1370996699	0.0672724129	0.0152037341	-0.0396617322	0.1787848713	-0.1673847521	0.1398055779	0.1311324365	0.0178761734	0.1534494508	0.0302899765	0.0969084783	0.0559688789	0.0221520462	-0.0133445393	-0.0533851813	-0.0678687245	-0.087991396	0.2189330843	-0.0165456595	-0.1616908501	-0.1498213695	-0.0358469353	0.1054884955	-0.0373337659	-0.014109832	-0.0463861391	-0.0886622721	-0.0928115542	-0.0702602487	0.0046498181	-0.0613652787	0.1199407494	-0.011559626	0.055073334	-0.0358640636	0.046812131	0.1436158651	-0.00120337	-0.0145922137	0.0207034047	-0.2049832333	0.0655879956	-0.3312749898	-0.0284066155	0.0883273561	-0.1071939292	0.0679447289	0.0357491152	-0.1509036762	-0.0279407195	0.0967093435	-0.1120316817	-0.010790997	0.0588023865	0.0551374382	0.1176718541	-0.1423797153	0.1023642203	0.0787968482	0.1577013187	-0.045856833	-0.1605501298	0.1138089822	-0.0090179167	-0.0733377919	-0.002399471	0.0198964166	-0.0058365497	0.0161632493	0.2185557129	0.0551825358	0.1522977062	-0.0487834336	-0.1053285433	-0.0579446332	0.1292658092	0.1423006047	-0.0359769296	-0.0286371476	-0.0145640145	-0.014541963	-0.0880195078	0.0335199635	-0.1426769322	0.0258791988	0.1166519615	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0366533044961556	-0.0041154706947282	1.6937099039166625e-05	0.0013434647304879	0.0774445543281672	0.0556070548074814	0.0059976589950884	0.0030921445443622	-0.0988577285017058	-0.0007989114351545	6.382594812207703e-07	0.0097728504845169	-0.0001719949687654	-0.000588994755522	3.4691482203242055e-07	2.9582269280610924e-08	0.0001290065126191	0.000132033200747	1.743276609949894e-08	1.6642680298142008e-08	-7.798894327439815e-05	5.0010329564401855e-05	2.5010330631400864e-09	6.0822752730572935e-09	0.0	0.0	0.0	0.0	0.0
