global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
815.1292638532925	n/a	n/a	664435.7167900106	1359.5473633074678	n/a	1848369.033076288	n/a	828.7330061933228	n/a	686798.395554222	n/a	901.808745392312	639.5321169225325	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0650895159715929	n/a	0.0042366450894162	n/a	0.0149073522570546	n/a	0.0002222291513159	n/a	-0.3190167959137611	n/a	n/a	0.1017717160750822	0.0007331714720711	n/a	n/a	5.375404074589038e-07	0.0006578095469664	n/a	4.327134000801404e-07	n/a	-0.0005202407820462	n/a	n/a	2.7065047130404175e-07
807.2489014628686	-7.8803623904238975	62.10011140440744	651650.7889130082	1333.610106373161	-25.937256934306788	1778515.9158206338	672.7412972762455	824.7084793903418	-4.024526802980972	680144.0759783299	16.196815987912245	895.7950460696261	637.2258955677104	1.076699	27.966995	0.1443318329805298	0.0733737445473842	0.0913043801	-0.040308397	0.191850256	-0.121904907	0.0278192472	-0.1903601721	0.0229301405	-0.0275689655	0.168566006	-0.1364609928	0.0291312392	-0.06799286	0.1321825132	-0.0946627431	0.1283710915	-0.0504706181	-0.0316639215	0.2854323853	-0.1071560891	0.1249967457	-0.0282104817	-0.0462340341	0.0887892989	-0.1232241537	0.2213745811	-0.004820065	0.0367289593	-0.0590119395	0.0188520972	-0.0167202439	0.027885732	-0.0313300665	0.0595742918	-0.1538921283	0.1125450744	0.0238117985	-0.0811700029	-0.0015648858	0.0802561718	-0.16320855	-0.0092393205	-0.0440026122	0.1534475143	0.0279535957	0.0129202498	-0.0917872376	-0.0580621572	0.044150775	0.0376437842	0.0669922439	-0.0761793	-0.1041105884	-0.0233435314	0.1870573257	-0.1098733655	-0.0750538665	0.0281081389	-0.1779815118	0.1436844874	-0.0152230583	0.1071720494	-0.2297458018	0.0528585049	-0.0401542474	-0.1822575569	0.1300761863	-0.0060314491	0.1379644345	-0.1725129567	0.0224911512	-0.1181637134	0.0928068185	-0.0505107117	0.0126120482	-0.1355213796	0.0412600937	0.1596299404	-0.0434670398	-0.1011737683	0.0258318586	0.2507390418	-0.0490032417	-0.0395411934	-0.0421048709	0.1127368631	0.0484128515	0.0547815911	-0.3218636659	0.0375637625	-0.0674793854	0.0171270667	-0.1024501228	0.0804496509	-0.1463410767	0.157506831	-0.0327871551	0.0868924601	-0.0209837825	0.1308071271	-0.146124316	0.0469351961	-0.15984546	0.2740722929	-0.2423208127	0.0936726297	-0.0772053917	0.0027471387	-0.0680155567	0.0718306758	-0.0412875998	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0484074265511367	-0.0166820894204562	0.0023432789453036	0.000278292107432	-0.0280841173773609	-0.0429914696344155	0.0007887176488653	0.0018482664613268	-0.2932451498449779	0.0257716460687831	0.0006641777410946	0.0859927179076035	0.001852191537746	0.0011190200656749	1.2522059073830575e-06	3.4306134924978924e-06	0.0006569650067334	-8.445402329999982e-07	4.316030200722163e-07	7.132482051556912e-13	-0.0005781087332758	-5.7867951229600046e-05	3.348699779511369e-09	3.342097074897501e-07
805.0382352059867	-2.21066625688195	4.887045299316452	648086.5601435695	1343.613796588072	10.003690214911105	1805298.034381813	100.07381791590817	825.3111422085433	0.602662818201452	681138.4814535703	0.3632024724425163	896.7283936065	616.9500152812982	1.221443	31.726688	0.4827511770038563	0.2823789187576134	0.057893573	-0.0114171207	-0.0925767313	0.0922307187	0.0498376656	-0.0433751643	0.1029277002	0.004308893	-0.1993503465	-0.2702344747	0.0245332672	0.1278968185	-0.1933797592	-0.2233211879	0.0193847901	0.0416599365	0.0203851309	0.0828516784	-0.0160383483	0.1412367622	-0.3823976029	-0.2554241743	-0.1019763748	0.13374089	0.0376827178	0.1264577082	-0.0462690888	-0.0485180255	0.100737288	-0.0691396329	-0.1137610979	0.0108284757	-0.0491900375	-0.0549008211	0.0389424238	-0.040781256	0.1209494058	-0.0158794087	-0.00438539	0.1519176902	0.1212750347	0.0215614899	0.0168107899	-0.1359336821	0.0447148362	0.0401977133	-0.0006512518	-0.044129208	0.0395100177	0.0162690686	0.0862758829	-0.0328220758	-0.0642025784	-0.0011152848	0.039219239	-0.3961275643	-0.0437850811	0.0990121884	0.0875671119	-0.01558089	0.1502603041	-0.1670924542	-0.1786105066	0.2514235142	0.0888118189	0.0285005362	-0.1140807917	0.0879434002	0.0913749076	-0.0004841529	-0.1507158808	-0.145430753	-0.0019551098	0.0242550488	-0.0399263702	-0.0247545564	-0.0005261712	-0.0910502648	0.0378074676	-0.0873969365	-0.0942884775	-0.0191130935	-0.1175810659	-0.027887067	0.0699926339	0.0980772388	-0.0525007708	0.0005966511	-0.0512818002	0.2100755798	0.1365307936	0.020577695	0.1156740696	-0.1210461326	0.175871183	0.0065904474	0.2354919024	-0.0602598271	-0.0259366396	0.0167657005	0.054991812	-0.0638712517	0.0408677822	-0.0991191764	-0.0281534665	0.1832000841	-0.0131474174	-0.2169819274	0.0111394219	-0.1079018486	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0484425458819686	3.511933083189672e-05	0.0023466802515266	1.2333673980802115e-09	0.1593907101007943	0.1874748274781552	0.0254053984664354	0.035146810937964	-0.0975598073921233	0.1956853424528546	0.0382927532508909	0.0095179160183881	0.0006209997947777	-0.0012311917429683	1.5158331079533208e-06	3.856407451139456e-07	0.0004750001849604	-0.0001819648217729	2.2562517571241425e-07	3.311119636287964e-08	-1.4754317680890777e-07	0.0005779611900989	3.3403913726064213e-07	2.1768989022864623e-14
809.8314557249912	4.793220519004535	22.974962943806105	655826.9866816584	1334.972715345035	-8.641081243036979	1782152.1507156962	74.6682850487655	827.6556958080043	2.344553599461051	685013.9508034318	5.49693158074577	896.6059082756625	608.4741243634905	1.089496	28.299416	0.1980526208951656	0.1362870712095165	-0.082087851	0.063087775	-0.1100654348	-0.0259678096	0.0665745432	0.0354044686	0.0225995994	-0.1219597987	-0.0442530847	0.0216427973	-0.0077954909	0.2135801779	-0.069463092	0.0321747004	-0.2301630221	-0.0501906538	0.0748360101	-0.0494077659	-0.0117518371	0.1399595386	-0.0279842619	-0.0455598795	-0.2013691852	-0.125610215	-0.0439865189	0.1130670743	-0.1741888083	-0.0425136574	0.1537972417	-0.0874919639	0.1062009549	-0.0645492297	-0.0380096248	0.0857520416	-0.0639686058	0.0850642857	0.1618828515	-0.080099218	-0.0796815312	0.0959201229	0.0564857741	-0.0587874916	0.0117710301	-0.0336546367	-0.0764119843	0.0946219773	-0.1644332984	-0.0885046724	-0.0945662856	-0.1287448444	-0.0340046223	-0.071318104	-0.0108808546	-0.1320515278	-0.1099137573	-0.1022859003	-0.0303437961	-0.0366422718	-0.1376171397	-0.1404984274	-0.1529477132	0.0523791	-0.0432601016	0.23616208	0.0358312285	-0.1894497498	0.0938223245	0.073902561	0.0834186346	0.0067566718	-0.1262335261	-0.0751610322	0.038767751	-0.0113836933	-0.0880032845	-0.0861493537	-0.0593069065	0.0984727689	-0.0599931002	-0.1203181841	-0.0519461365	0.1505934086	-0.0939618603	-0.0250565573	-0.1077420799	-0.0201264077	0.1021287476	0.0489269162	-0.0700346199	0.0801687785	0.0711946867	0.0127836719	-0.048396401	0.0775663353	0.0738059748	0.0067582136	-0.1102317262	-0.1987251474	-0.0533393739	-0.0297335165	0.0147275292	0.1457181507	-0.0557778208	-0.1197326944	-0.2065049066	0.0659362802	0.0736665491	-0.0674403099	-0.0331917813	-0.0300848306	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0486306449633389	0.0001880990813703	0.0023649396295503	3.5381264412352046e-08	0.0530379990320284	-0.1063527110687659	0.0028130293413214	0.0113108991516764	-0.1056752314101885	-0.0081154240180651	6.586010699298948e-05	0.0111672545335968	-0.0008900003888151	-0.0015110001835928	2.283121554817475e-06	7.921006920910291e-07	0.0006309993754418	0.0001559991904813	3.981602118079416e-07	2.4335747430852106e-08	7.808172882749556e-07	9.283604650838634e-07	8.618531531307273e-13	6.096756376690551e-13
807.4413759762973	-2.3900797486938927	5.712481205116662	651961.5756384963	1324.2807325120643	-10.69198283297078	1753719.4585026896	114.31849690054186	824.0228254329523	-3.6328703750519935	679013.6168345058	13.197747161930412	893.0188353214145	630.8162356607662	1.183946	30.752716	0.2867584451953295	0.1965624530257763	0.0735705662	0.097021405	0.1322113498	0.0040749656	-0.133212834	-0.1413603113	-0.0658410415	0.0473495881	0.204710986	0.0528652929	0.0128373414	-0.1108906671	0.0714596021	0.1080876133	0.1319746666	0.0514308208	-0.1471548763	0.0316440168	-0.0547693272	-0.1268696174	0.2106902694	0.0855110641	-0.0430347033	0.0744828498	0.0949802527	-0.1315395394	0.0648646176	-0.0128530954	-0.1130298901	-0.0498574336	-0.0015620141	0.1235850375	-0.066079378	0.0318583411	0.1354277214	0.0185645743	-0.0506659858	0.026432168	-0.0952212866	-0.1718002205	-0.0207907631	0.2415609927	0.0398126937	0.0572626061	0.108776861	-0.0098181127	0.0107209707	-0.105945569	0.0432762297	0.0764103786	-0.0175879566	-0.0675333747	0.0479544926	0.1698554637	0.0194399695	0.1819696281	-0.0561470438	-0.0834257567	0.0259923546	0.1118759432	0.1533964343	0.173535806	0.0756658503	-0.1276405345	0.0621867958	0.019123804	0.0043904745	0.0304328381	0.0228922892	-0.1145476872	0.0087795878	0.0853285866	0.0802580443	-0.0103539712	-0.1229036408	0.1119750262	-0.0897425929	-0.0093813971	-0.0732461128	-0.0596780346	0.0752826555	-0.0310517545	-0.025345296	0.2189544907	-0.0836119908	-0.0375142103	-0.0113429569	-0.1703827462	0.1002887198	-0.2523351872	-0.0605705794	0.1222118537	-0.0628804091	-0.1161750657	-0.0152871377	-0.1679397652	-0.0321753183	0.0142927894	0.0055212245	-0.0325005753	-0.0083463213	-0.0234761478	-0.0247962028	0.0506765647	-0.1743069239	-0.0492650954	-0.0927495522	0.0555545497	-0.0610779848	-0.1067316948	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0484171341609425	-0.0002135108023963	0.0023442188803587	4.558686273995432e-08	-0.1333321259316022	-0.1863701249636306	0.0177774558054406	0.0347338234789592	-0.1146569293729129	-0.0089816979627243	8.067089829360759e-05	0.0131462114532251	0.0005839994560467	0.0014739998448618	2.1726755426526105e-06	3.410553646628415e-07	0.0002820001925052	-0.0003489991829365	7.952410857296986e-08	1.2180042969041437e-07	-8.238424488860984e-08	-8.632015331635655e-07	7.4511688685593e-13	6.787163805866437e-15
806.2165194868452	-1.2248564894521223	1.500273419752977	649985.0762934827	1329.9436976901443	5.662965178079958	1768750.239025734	32.06917460814617	823.732376128729	-0.2904493042233298	678535.0274826819	0.0843607983238163	891.7504254499262	615.6473127181486	1.166696	30.304668	0.2849719766267842	0.2142323380492176	-0.0620631708	-0.1153440469	-0.0683027839	-0.044775608	0.0099362344	0.0208750633	0.0149659702	0.0009619386	-0.018381259	0.0483274371	-0.0122596902	0.0820940324	0.0530732471	0.0329881685	0.0246623806	-0.1272887591	0.2335269213	-0.1062038409	0.0287124241	-0.0712733896	-0.0924029556	0.0684860277	0.0837665188	0.0391439231	-0.0628309581	0.0001610891	0.1748065841	0.0482701921	-0.1409341078	-0.0773486211	-0.0276304289	-0.015657483	0.114666635	0.0149146252	-0.279312434	0.0345002513	0.0781171701	0.0313919519	-0.0389641655	0.003048867	-0.0270159691	0.0690601602	0.1257661958	-0.1594650751	0.0411583781	0.0323612961	0.0632224756	-0.127861665	-0.0200576991	-0.1274003405	0.0331642037	-0.0597091118	-0.0381268057	-0.0932079559	-0.0873546055	0.1351999185	0.0740590219	0.2092122663	-0.0057499474	-0.0922828373	-0.060635065	-0.0678349561	0.0353220474	-0.0098925809	-0.0917872586	0.1254516633	0.0616083794	0.0619306837	-0.0423524891	0.0100207778	0.0340579333	0.0530029903	-0.0224038654	-0.0814430357	-0.0848131196	-0.1246487245	-0.1795602696	-0.137830112	0.1084454667	-0.1179536129	-0.2535737652	-0.0640585523	0.1135436898	0.0057830095	0.0575431994	0.1475432252	0.0420405963	0.0643066571	-0.081614097	0.0629620118	0.0252306256	-0.0736601585	0.0312423005	-0.0982546575	-0.0069178681	0.1478955372	-0.0319540119	0.0962753672	-0.1176535933	-0.1983794578	-0.0096408604	-0.0117685629	0.1240770615	0.0936965954	0.0025111994	0.0547480188	-0.2188847289	0.0300517479	-0.0756465725	0.0525047478	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0483724391043693	-4.469505657320183e-05	0.0023398928649059	1.9976480820817123e-09	0.0728246986845846	0.2061568246161868	0.0053034367385005	0.0425006363358292	-0.0640079441724381	0.0506489852004748	0.0025653197018379	0.0040970169171819	0.0006714834852619	8.74840292152e-05	7.653455367725969e-09	4.508900709794682e-07	0.000108101140086	-0.0001738990524192	1.1685856487892996e-08	3.024088043229567e-08	0.0003009639691917	0.0003010463534365	9.062890691746744e-08	9.057931075162255e-08
809.1503433752002	2.9338238883550503	8.607322607882747	654724.2781842045	1339.9128890676598	9.969191377515472	1795366.5502896428	99.38477672152882	827.2714407655615	3.5390646368324497	684378.0367063279	12.524978503677998	896.2098316781994	622.3584356011811	1.060961	27.558222	0.3007604403055557	0.1557114123001159	-0.0711937396	0.0141022469	-0.0204375446	0.159696185	0.0225244422	0.1319937002	-0.0414075889	0.0068563902	-0.2336021983	-0.0897699127	-0.0672282816	-0.0381687001	-0.1588674453	0.0527023306	-0.119616909	0.1000936242	-0.0859578866	-0.0766179208	0.1159945746	0.0458905112	-0.0699968619	-0.0402600696	0.1068343838	0.0569497355	0.0192161419	-0.1372121053	0.0046470567	-0.2038756061	0.1548283817	0.0728728811	-0.1522441412	-0.0276234114	-0.0988234569	0.0421284879	-0.1118380214	0.0665989216	-0.1974959935	0.0194357531	0.1758750972	-0.0051287146	-0.0003266314	-0.0930162192	-0.1220136836	-0.0896478529	-4.89128e-05	-0.025682451	0.0001005333	0.0410390183	-0.0340977172	0.008042318	-0.1218618	-0.1277025802	0.072640644	-0.1094252164	0.1620543255	-0.168713504	-0.054577045	0.1078027415	-0.0602867628	-0.0034387393	0.0807580701	-0.0036642189	0.0903360949	-0.1343177538	0.1448146774	-0.1675154512	-0.0011167858	-0.0051472295	-0.0807553746	0.0089030586	0.0253724746	0.0118832622	-0.2663886971	0.1896672088	0.0776050869	-0.0001286416	0.1794603434	-0.0079826984	-0.0691492888	0.0151679884	0.0485769032	-0.1733828902	0.0579272742	-0.0236854678	-0.0818518507	0.0779290567	-0.0506301427	0.1870547688	0.0759935603	0.1945959872	0.0609878603	0.0192406031	-0.0175493911	-0.0078424954	0.0543062797	-0.0411867125	0.012276025	0.1268317444	-0.1074122361	0.0551816926	0.1968189179	-0.0470653318	0.0017191575	0.0266779228	-0.2022054	-0.1129329806	-0.1027381564	0.1122814066	0.2157373635	-0.1774432387	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0404402694336596	-0.0079321696707096	0.0016354153918669	6.291931568492682e-05	0.1559962017172438	0.0831715030326591	0.024334814950207	0.0069174989167116	0.0204393755332787	0.0844473197057168	0.0071313498054795	0.0004177680721903	-0.0012196242069796	-0.0018911076922415	3.576288303654972e-06	1.4874832062506182e-06	0.0006307615089273	0.0005226603688413	3.978600811442444e-07	2.731738611573238e-07	0.0003913848660383	9.04208968466e-05	8.175938586543476e-09	1.5318211336381806e-07
807.0480178215205	-2.102325553679748	4.419772733654859	651326.5030696453	1329.5119910879234	-10.400897979736328	1767602.1344465746	108.17867878488325	825.8487321601582	-1.4227086054032725	682026.1284105408	2.0240997758885246	895.8799850450914	613.1933449158757	1.165404	30.271095	0.4542413186882345	0.3092251600056647	-0.0299467138	-0.1730355117	-0.0153252645	-0.0543949362	-0.0969092794	-0.0478516828	0.0170394298	0.0677117788	0.0526773946	0.0771732153	0.0673344903	0.0385915163	0.191829411	0.0060534592	-0.0383183845	0.0029193003	0.0464106245	0.1482776708	0.0375319374	-0.1604722889	0.0804456658	0.1552418252	-0.1262395143	0.0759739091	-0.1156907278	0.1004003276	0.1280266415	0.0065801247	0.0577607042	-0.135129455	-0.0403530355	0.0096781252	-0.0534060707	-0.0537270233	0.0403660432	0.0611763512	0.0513836903	0.2595261936	-0.0197653871	0.0571694833	-0.0407528488	0.0902231992	0.1393547127	0.0603699336	-0.020349329	0.0625149303	0.0901007059	0.077779352	0.081945775	0.013354833	0.0745032625	0.0577244273	-0.0420511393	-0.0064278346	0.0247741465	0.0946747295	0.2210623864	-0.1496507439	0.0973140433	-0.0314862292	-0.0148777397	0.1970776874	-0.0205924399	0.013774689	0.0973396045	0.0799532223	-0.0785291973	0.031392667	0.1626661446	0.0580896127	-0.0449767811	0.0916668219	-0.0969172081	0.0286394056	-0.0608816244	-0.0124631265	-0.0785481826	-0.0345018748	-0.0614653733	0.0521236136	0.0140860641	0.1320007814	0.046864005	0.1149719176	0.0572394253	-0.1253334943	-0.0052019657	-0.0174287108	-0.0143507494	-0.2058795116	-0.0434038294	-0.1452460208	-0.1409597708	-0.0825350249	-0.196449991	-0.1087876161	-0.0873676397	0.0268644251	-0.1047021159	-0.0062745977	-0.0683906816	0.1392695524	-0.1534306332	-0.0243848467	-0.1237058691	0.0411449683	-0.0147114607	0.1806090459	0.1287164542	-0.1533424644	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.0396579427653307	-0.0007823266683288	0.0015727524243782	6.120350159785952e-07	-0.1434039365385757	-0.2994001382558194	0.0205646890147598	0.0896404427876038	-0.0414318385460106	-0.0618712140792893	0.0038280471316452	0.0017165972453026	-0.0002000014588662	0.0010196227481134	1.0396305484703218e-06	4.0000583548608296e-08	0.0001819981190449	-0.0004487633898824	3.3123315335881594e-08	2.01388580098743e-07	1.6018210338163046e-05	-0.0003753666557001	1.4090012621150516e-07	2.565830624376335e-10
804.1014568986403	-2.946560922880167	8.682221272244421	646579.1529865159	1324.0935419351374	-5.418449152786025	1753223.7077943375	29.359591221327587	822.5566913672453	-3.2920407929128714	676599.5105130296	10.837532582202408	891.2868169969128	616.2726897956421	1.020985	26.519852	0.2189779355941301	0.1287464799831676	0.0155935477	0.0419917966	0.0722222511	0.0326540544	0.144649952	-0.1075942961	-0.0542841338	0.0119417802	0.1980987398	0.117392704	-0.0957005446	0.0059367775	-0.0144257817	0.0032936351	0.1616478147	-0.0878205924	-0.1146630597	-0.0137214338	-0.0257923849	-0.0655068238	0.1387973429	5.75821e-05	0.0840788385	-0.0920736774	-0.1897310494	-0.0695890279	-0.0261839826	-0.0284867293	-0.0034425398	-0.0501768293	0.0589492032	-0.031080426	-0.1112924045	0.0159381889	-0.0278829276	-0.133379407	0.0555775633	-0.0313992089	0.0884003557	0.1993217173	-0.1687513219	0.1003472327	0.0124745399	0.1006415511	-0.0738069449	-0.117978207	-0.0482726119	0.013754891	-0.0685129395	-0.2096919302	0.1455735611	-0.1491980908	0.0597985154	0.1425516261	-0.0691708764	0.2169753497	-0.0124290203	-0.0087787651	-0.0114981227	0.1236146296	-0.0574414178	-0.0336252092	-0.0693046778	-0.0521388639	0.1125101117	0.0237480835	0.0543958978	-0.0645669987	0.0384775515	0.1497164475	0.1558377253	-0.1283274289	-0.0029027546	0.0776815129	-0.0632259483	-0.0656482807	0.0233877933	-0.025606589	0.0764328081	-0.0842700012	-0.0577796432	0.0900110648	0.0457122842	0.1651151285	0.1042616415	0.0691647742	0.0280345256	-0.0758889667	0.0897614917	-0.1628927079	-0.0329922244	-0.0329813646	0.0124686664	0.0604819625	0.0670619371	0.0715552636	0.0615675285	0.0851875814	0.0782949707	-0.0398674148	-0.0462598606	0.0293870687	0.0388306955	0.1029066533	0.0031105035	-0.1511823166	0.0944935776	0.1537959056	0.027516229	0.0897530081	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0273216273381962	-0.0123363154271345	0.0007464713204072	0.0001521846783177	-0.032557628084433	0.1108463084541427	0.0010599991464842	0.0122869040979109	-0.0848714626437612	-0.0434396240977506	0.0018870009417538	0.0072031651712913	0.0004960115638266	0.0006960130226928	4.844341277579682e-07	2.4602747144970924e-07	9.393876613361662e-05	-8.805935291128337e-05	8.824491782706318e-09	7.75444963515395e-09	-0.0002470231663598	-0.0002630413766979	6.919076585515968e-08	6.102044471842142e-08
808.2218595391801	4.120402640539737	16.97771792016684	653222.57423697	1332.342281459533	8.24873952439566	1775135.9549647935	68.04170374132714	824.6827874117819	2.1260960445365527	680101.6998532662	4.520284390593975	893.3149468767892	612.5260732218345	1.144271	29.722185	0.3890103504924707	0.2118724566283093	0.009003237	-0.0266386	-0.1233468776	0.0425626875	-0.0589357831	0.1284039104	0.0531761929	0.0239100796	-0.1091042173	0.0311289591	0.0611912705	0.0862684816	-0.0627690788	-0.0581994719	-0.0153500698	0.0497311238	0.0679972075	-0.0795237302	0.108948178	-0.0613887878	-0.2347978318	-0.0057146197	0.1343760942	0.0869866287	0.0055098556	-0.0582823634	-0.0182792991	0.0367903863	0.005556113	0.1441132774	-0.0517258247	0.0028663204	0.0039763014	-0.1021233564	0.0263345943	0.0011958968	-0.0776155244	0.1633277675	-0.0027484659	-0.0202272861	0.0355823949	0.0014511817	-0.0075034648	0.1410864586	0.1137423613	-0.0860956748	-0.1827645395	0.0794385678	0.0016950652	0.0435174261	0.1281852261	0.1693764655	-0.0407467483	-0.1063790095	0.1067946135	-0.0533378569	0.0045235455	0.1568164856	-0.0679875683	-0.0105552097	0.0763383303	-0.0028729079	-0.0227709854	-0.107321606	0.0292228897	0.1708667328	-0.0105184645	0.0562219215	0.010596174	0.1836621037	0.0547058608	0.0576374838	0.0998182113	-0.0189203122	0.0602162186	-0.088606915	0.0225661637	0.0571876487	0.0387182484	-0.0015030665	0.0916399635	-0.0866517511	0.1029166053	-0.0584377164	0.0410070651	-0.1302836753	-0.0737156573	0.1667640579	-0.0476845423	0.1755694366	0.0847116241	0.0239057418	0.0667621442	-0.0477650895	0.0067296122	0.0402175313	-0.0107147411	0.1308946771	-0.1096719065	0.0483681252	0.0833997391	0.0555752773	-0.0043018539	0.2236291627	0.1498850918	0.0094161896	-0.1444147944	-0.0781399601	0.1175954031	0.0589944741	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.027421951658539	0.0001003243203427	0.0007519634327632	1.0064969252244706e-08	0.1383790484963043	0.1709366765807373	0.0191487610627425	0.0292193474004675	0.0102279945203136	0.0950994571640748	0.0090439067529016	0.0001046118719075	-0.0008469297641527	-0.0013429413279792	1.8034914103948052e-06	7.172900254077479e-07	-0.0002987009527868	-0.0003926397189204	8.92222591957421e-08	1.5416594887390377e-07	0.0004748736352868	0.0007218968016466	5.211349922275905e-07	2.255049694905008e-07
