global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
836.7106504582857	n/a	n/a	700084.7125903276	1198.828024402107	n/a	1437188.6320918591	n/a	815.0487246294325	n/a	n/a	664304.4235200646	840.7357412586224	794.8534842794255	n/a	n/a	n/a	n/a	0.0743798747	-0.0872036417	0.0700303004	-0.1144964678	0.086900136	-0.0922009703	0.0119700642	-0.1340773903	0.344307241	-0.1132589366	0.0051156422	-0.3064060666	0.4613745175	-0.3301776041	0.0923208573	-0.0418247781	0.1095905675	-0.00497735	0.0158115255	-0.0906765907	0.0373192595	-0.0174751474	0.0931321201	-0.0327241161	0.0045888221	-0.0672135184	0.1765073929	-0.0703463364	0.1532941159	-0.1092822206	0.1235334844	-0.0109245105	0.0579895154	-0.0060483565	-0.0206548977	0.0521908489	0.0896669914	-0.0946303665	-0.0755561796	0.0436847798	0.0078123341	0.0034678216	-0.1303569298	0.0617373334	0.0716824997	-0.0005262198	-0.0718247996	-0.0548173988	0.0741408553	-0.1021815995	-0.0814999972	0.0351361968	-0.123700373	0.009522812	-0.1155239315	0.0451234958	-0.0781970186	-0.0433685669	0.1047788723	-0.0276559931	0.0459652937	-0.0782941893	0.0730400867	-0.0894606793	0.1217879345	-0.2628317449	0.0142131315	-0.2095532136	0.0567469822	-0.1202281536	0.1179853224	-0.059803872	0.0880607388	-0.1576130471	0.0934461192	0.0021395368	0.0614846795	-0.082699927	0.1094070619	-0.0257995431	-0.0770017512	-0.0662522329	0.01872487	0.041090035	0.0464536462	0.0128416963	-0.0696156396	-0.058571085	0.0860066691	-0.0984744183	0.004359276	-0.1185866784	0.0064649306	0.1045838379	-0.1085553005	0.2356175067	-0.0294689548	0.0517841168	-0.1788120105	0.1109700277	-0.0665070321	-0.0433132456	0.0040608383	-0.0272638337	0.1084346426	-0.160108655	0.1380666896	-0.0851495754	0.0466674337	-0.0590171891	0.1931139092	-0.1122304194	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0542068908695227	n/a	n/a	0.0029383870177403	-0.0208387262841966	n/a	n/a	0.0004342525131476	-0.0201684940026396	n/a	n/a	0.0004067681503345	0.001575085961172	n/a	n/a	2.480895785081123e-06	-0.0004612126419638	n/a	2.1271710110722842e-07	n/a	0.0003643634971591	n/a	n/a	1.3276075806200948e-07
835.2904413834169	-1.420209074868808	2.016993816339715	697710.1214665035	1186.527980135888	-12.300044266219174	1407848.64764535	151.29108895095118	815.2552797836465	0.2065551542140156	0.0426650317323757	664641.1712151117	840.2415402941842	783.7033176924831	1.110379	19.459196	0.0884021811663085	0.0427078413901377	-0.1345951759	0.065548891	-0.0620096167	-0.083783005	0.0317064781	-0.057512963	0.116517866	0.058297264	0.1232481529	-0.1505873447	0.1092264247	-0.0969966572	0.1068803881	0.0489368265	-0.0233017491	0.0503470776	0.0394089559	-0.0193427179	0.0182925777	-0.0345873127	0.0124513328	-0.0176436991	0.0296358016	-0.0099962618	0.0282147404	-0.0227000173	-0.0533017555	0.0288578237	0.0876027695	-0.0491434138	-0.0504778239	-0.0858048614	-0.0804141947	-0.165989918	0.0339635228	0.0378845675	0.2234977055	-0.0425469909	0.0885272926	-0.0016528776	-0.0076852344	0.1568603362	0.1504251791	0.1087520303	-0.0624721472	-0.0581937079	0.0147306068	-0.0531392749	-0.1867475632	0.0892185707	-0.1635335363	-0.0078657671	0.0082573062	0.0730865078	0.034630499	0.0523514166	0.084010496	-0.0724879213	0.0784917292	-0.0534561545	-0.0616387931	0.0510895838	0.0365101767	0.1763001693	-0.0715370267	0.0750487889	0.0331489529	-0.1434097503	0.0178573597	-0.0281781074	0.1432659647	-0.1420379882	0.0652492884	-0.1693884245	0.0490372262	-0.0250208241	-0.0572262266	0.1151929219	-0.2013354668	-0.0868204622	0.1448511526	0.1238618507	0.1968484514	0.005907937	-0.0719472899	-0.1316976057	-0.0438246445	-0.0847007584	-0.0492248784	-0.0612682367	0.0754592387	0.0152192806	-0.1430425898	0.0936285868	-0.0934075053	0.2121312419	-0.0763974607	0.0877528994	-0.1115722201	0.1750701158	-0.0683845949	0.1577501378	-0.0666508328	-0.049017204	0.0552586279	-0.0854517319	0.1176616603	0.1046276904	0.0566468514	-0.1100507524	-0.030272912	-0.1385572882	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0512566985428861	-0.0029501923266365	8.703634764145458e-06	0.0026272491455163	-0.0498420920624624	-0.0290033657782658	0.0008411952264678	0.0024842341411629	0.0001365134542865	0.020305007456926	0.0004122933278258	1.863592320123232e-08	0.0012800631479727	-0.0002950228131993	8.703846030802909e-08	1.6385616627977783e-06	-0.0002251437224012	0.0002360689195626	5.0689695736668615e-08	5.572853478345332e-08	0.0005561440764868	0.0001917805793277	3.677979060726824e-08	3.092962338113557e-07
833.6541583755178	-1.6362830078991235	2.677422081939404	694979.2557767929	1179.7545083429395	-6.773471792948385	1391820.6999554909	45.87992012986741	815.6326615026899	0.3773817190433419	0.1424169618681078	665256.6385099614	840.083364001337	782.8402398811754	1.071954	18.785803	0.1130875985447089	0.0785244633961875	-0.0503389476	-0.0542308393	0.1245044745	0.1370852408	-0.0234454996	-0.0417317796	0.0288784998	0.1202323377	0.0331803154	0.082925337	-0.1030205271	0.0257822244	-0.0080685126	-0.1015280514	-0.16596725	-0.0477128588	0.0327861691	0.089564158	-0.004013901	-0.0100779546	-0.0210099494	0.0426785241	0.0232114739	0.0753260184	0.0121798263	0.0727806491	-0.0978480521	0.0187632386	0.0016753532	0.0874134269	-0.1036954068	0.1272150824	0.0401698076	-0.0796989548	-0.1344978954	-0.1290132979	-0.0034465366	0.0423126558	0.1455358813	-0.1301042459	-0.0999313528	0.1770410966	-0.1000147295	-0.1058059265	0.0506755058	0.0595395252	-0.1299521773	-0.0370392272	0.048119154	-0.0273557362	0.0613483931	-0.0772435111	0.1919542064	0.0008425747	-0.0283460962	-0.0716489108	-0.0508235091	0.0108249303	0.0354344283	-0.050162784	-0.0962734862	0.0079343939	-0.0171439171	0.0319460575	-0.1058226944	-0.0070450586	-0.0754409874	0.1220029683	0.1476034697	0.1024350762	-0.0280820737	-0.0137152598	-0.1186066806	0.0091410964	0.0367762348	0.0213395628	0.1651136521	0.1843239898	-0.009982252	0.2482071029	-0.0154732009	0.0327137038	0.1134486604	0.0355436259	-0.0325137238	0.0443718548	0.1212691981	-0.0062050941	-0.0921111919	-0.0163346909	-0.0825045588	0.028646642	0.078506136	0.1327433376	-0.0905579466	0.0717854761	-0.0049860727	0.0293157125	-0.1680669941	0.1619581545	0.1694571455	0.0964733024	0.0091647135	-0.0032431215	0.0703811357	0.0910783456	0.0102827995	0.0600462931	-0.0984255509	0.1079414936	0.0938639202	0.0870351254	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0390158851887179	-0.0122408133541681	0.0001498375115715	0.0015222392970592	0.0251688094946871	0.0750109015571495	0.0056266353524163	0.0006334689713798	0.0001656426002227	2.91291459362e-05	8.485071429724368e-10	2.7437471008537213e-08	0.0012970297708387	1.6966622866000083e-05	2.878662914770768e-10	1.6822862264418907e-06	-0.0003398887242962	-0.000114745001895	1.1552434490369827e-07	1.3166415459883554e-08	0.0001717206114987	-0.0003844234649881	1.47781400433457e-07	2.9487968413487463e-08
833.5299343601084	-0.1242240154093679	0.0154316060044268	694772.1514743667	1178.0606357535137	-1.6938725894258368	1387826.8615119727	2.86920434920819	814.4294849570986	-1.2031765455913046	1.4476337998610247	663295.3859674848	839.3519390902986	780.186407583074	1.134965	19.890062	0.0991461639222732	0.0596695064641766	0.0817824866	0.0142984507	-0.021914794	-0.1093389265	0.0939274323	0.0272475763	-0.0666486717	-0.1617582207	-0.0546654412	0.0137186815	0.0750794933	-0.0542515833	0.0274670287	0.0342487158	0.1408432119	-0.0029335309	0.021005798	-0.0525828541	0.0815263727	0.0494348318	-0.0838986129	0.0785585706	0.1111970817	0.1217823171	0.1055577187	-0.0660125564	-0.0090733687	-0.0490967329	-0.0695847192	-0.0526928823	0.0269431052	0.0441230749	0.0210884533	-0.0332946275	-0.0695333842	0.0224249854	0.0177500321	-0.197250913	-0.0617629614	-0.0136628454	0.0769027014	0.0081567106	-0.1234415289	-0.0601946319	0.0428757188	0.026335013	0.04237163	0.0697439996	0.0951869215	-0.0208349677	0.0845033134	-0.1404632076	-0.1394535897	-0.033224087	-0.0033668904	0.076683902	0.0143218757	-0.0047697735	0.0959657182	-0.0869509042	0.0045442611	-0.1947670884	0.0906998017	-0.0082185191	0.0949431556	-0.0475170288	-0.0507068518	-0.0261490196	-0.0136149748	-0.0431247521	-0.1349303868	-0.1330627188	0.0734329042	0.0168292041	0.1041535847	-0.0206486173	0.1227660094	-0.0194105518	0.0542324305	0.021340147	0.0246512547	-0.00015267	-0.0052774206	0.1160449955	-0.0777384387	0.084001784	-0.1055569567	0.0187480617	0.1353415537	-0.0843067669	0.0486632421	-0.073131136	-0.1027711759	0.0717919287	-0.0314223745	0.0668715338	-0.1001902304	-0.0332665967	-0.0719284968	0.0499317672	0.0200445389	-0.1226957762	-0.1699956982	-0.0643185908	-0.0610903252	0.063585803	-0.0289466738	0.0312465169	-0.0321946021	0.098096755	0.061393891	-0.0921563928	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0303343953113994	-0.0086814898773185	7.536826648998363e-05	0.0009201755389082	-0.028054913149262	-0.0532237226439491	0.00283276465208	0.0007870781518126	0.0188335239182961	0.0186678813180734	0.0003484897929056	0.000354701623181	0.0011300045677841	-0.0001670252030546	2.789741845543041e-08	1.2769103232129304e-06	-0.0003069996455402	3.2889078756000016e-05	9.424878236180844e-08	1.0816915014183712e-09	1.7349165065596445e-07	-0.000171547119848	2.9428414328159185e-08	3.0099352847331215e-14
833.5528389562247	0.022904596116291	0.0005246205232504	694810.3353319819	1181.404963306545	3.344327553031235	1395717.6873253388	11.184526781963887	814.1218127193383	-0.3076722377602436	0.0946622058883959	662794.3259454214	838.3070739445243	773.4447269173555	1.122079	19.664238	0.0553933369491421	0.0288398770222973	-0.1020568396	0.053182732	-0.1025802984	0.0884676295	-0.0544824802	-0.1022833956	0.0291476913	0.1438518003	0.0108984523	-0.045493487	0.0328747166	0.1119459676	0.0041594588	0.0254873994	0.0042358085	0.0988269142	-0.1154743838	0.0492007607	0.0947665109	-0.035398044	-0.1036031432	-0.0880397185	-0.0334094885	-0.2040668007	0.1342388339	0.0214537761	0.082678117	0.1733913639	-0.1837139819	-0.0430896816	-0.0692627841	-0.1348119765	-0.0619364243	0.1174829325	0.0297847074	0.1123808318	-0.1613950871	-0.0611263719	0.1057120955	0.0899513323	0.024373413	0.0001670876	0.0025083101	-0.0126692219	-0.1252863644	0.0271328839	-0.1715272157	-0.0474521919	-0.1082260354	0.0907047486	-0.0480061804	-0.0825946959	0.025812213	0.0171512891	0.1624287521	-0.1174282664	0.0581569419	-0.0362069567	0.056273297	0.1050148933	0.0018347154	0.1836299946	0.1981475774	0.0792692453	0.0190133197	0.1538683058	0.0482028963	-0.1400306043	-0.1756393684	0.0429777916	-0.0721044379	-0.0534465248	0.0377014269	0.1241172638	-0.1658746332	-0.0760290816	0.0610340476	-0.0707412486	0.0687817321	0.1082382561	-0.0374314529	0.005422235	0.0103457755	-0.1285253554	0.0599086856	-0.1272291481	-0.0367027876	0.0631503829	-0.0813268521	-0.0276230958	0.0561390448	0.1481596762	0.0125128219	0.0636216273	0.035438718	0.1096461801	-0.0939841605	-0.1826002064	-0.0414912453	0.0245151205	-0.163486267	0.0968110373	-0.0450638069	0.043269108	-0.020386942	0.0209579944	0.0113890499	-0.0993471528	-0.0815223659	0.1162433332	-0.136740562	0.0324260195	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0239211788338735	-0.0064132164775259	4.112934558760972e-05	0.0005722227968021	-0.0507859121864271	-0.0227309990371651	0.0005166983172276	0.0025792088766074	0.0160286001422207	-0.0028049237760753	7.867597389593076e-06	0.0002569160225191	0.0010669995706705	-6.300499711359999e-05	3.969629661284743e-09	1.1384880838110311e-06	5.281622050823388e-08	0.0003070524617607	2.7895531487743854e-15	9.428121427331121e-08	9.89999859438635e-05	9.882649429320754e-05	9.766675974285382e-09	9.800997216885172e-09
834.577523076615	1.0246841203902477	1.0499775465799357	696519.6420246977	1174.7044219970703	-6.700541309474602	1379930.479059471	44.89725383997561	815.2434665154232	1.1216537960848427	1.258107238271538	664621.9096960839	839.286124614309	785.7837183693583	1.092943	19.153631	0.1117781261665306	0.0812429693442634	-0.0311265356	-0.0393127194	0.1795338782	-0.0587283886	-0.0169442827	0.0355404083	0.1053305646	-0.0471659372	-0.0196145486	0.1160440275	-0.150383237	0.0220066161	-0.0811747513	0.0154163941	-0.0610702763	0.0376293748	0.0439958505	0.0499339487	-0.1471085378	-0.0946029917	-0.0188050955	-0.1486810909	0.0472984001	0.038794902	0.0199944796	0.1132504938	0.1547748746	-0.0075705384	-0.0347178733	0.0123785623	0.1174874236	0.1165467697	0.0086181757	0.0629233645	-0.1152025098	-0.0376349993	0.0982422699	-0.1109872335	0.0066567976	0.0214346173	0.1216146234	0.13980249	0.0441497931	-0.0541039813	-0.0486680235	-0.0828951803	-0.0197962818	-0.0165863441	-0.087725457	0.0235649247	-0.029019867	-0.0272553581	0.046916622	0.0962920825	-0.067384712	-0.0317138932	-0.1270769281	0.0336088499	-0.0616834369	0.1528283658	-0.0535644649	-0.043651276	0.0686259369	-0.0077564236	-0.1276283435	-0.1317120246	0.1233117185	-0.0154692857	-0.0365230983	0.1087032743	-0.0879364785	0.0463545727	0.0161762414	-0.1027932059	-0.0578212582	-0.0935255667	0.0431060216	-0.0030132233	-0.0555939545	-0.0602745763	-0.0152690047	0.0800583512	0.0458298965	0.0625372789	-0.0837330906	-0.0092942012	0.1563987903	0.0445374244	-0.0432878453	0.0485435847	-0.1002218383	-0.1569811675	0.031009541	0.0514378085	-0.1144315322	0.0150395285	-0.0489118067	-0.1291197513	-0.0822982019	-0.0314004913	-0.0781054139	-0.0850605183	0.092603099	0.1181969346	0.0645086308	0.0771602848	-0.0355074541	-0.0922301192	0.028658091	0.0248743767	-0.2729851673	-0.0054143151	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0261940006166696	0.0022728217827961	5.165718856352442e-06	0.000686125668306	0.0277331868574464	0.0785190990438735	0.0061652489146616	0.00076912965327	0.0129450213495232	-0.0030835787926975	9.50845817077378e-06	0.0001675735777396	0.0006079998418916	-0.0004589997287788	2.106807510191037e-07	3.6966380774021053e-07	0.0	-5.281622050823388e-08	0.0	2.7895531487743854e-15	0.0	-9.89999859438635e-05	9.800997216885172e-09	0.0
832.794457019413	-1.7830660572019497	3.1793245643457064	693546.607642259	1181.460643099755	6.756221102684776	1395849.2511936869	45.646523588363095	814.5126385907823	-0.7308279246408347	0.5341094554348296	663430.8384241184	839.7924869746539	779.7517370771068	1.112219	19.491446	0.1110874502100469	0.058444400811232	0.0082986996	-0.009725315	-0.1264968568	0.0018701625	0.0344014072	0.0742976142	-0.1428212317	0.0274473361	-0.0675893992	-0.0662183424	0.0934917503	-0.0313905753	-0.0573126138	0.0850455657	0.0105386606	-0.0335341442	-0.1254417324	-0.0868680812	0.0640635309	0.1197350277	0.1415792966	0.0446783046	-0.2112425528	0.0355449967	-0.2037052806	-0.0124472548	0.1096145019	0.0704514179	0.0682668461	-0.1675783367	0.038882994	0.0432320829	0.0668698548	0.0484376661	-0.0813238283	-0.1075858367	-0.2196458151	-0.1139798049	-0.1747023234	0.1066298844	0.0530279975	-0.0380582605	0.1672898784	-0.0072129695	0.1190495386	-0.0617683908	-0.0861627371	-0.0557795731	-0.071175548	0.1944582202	0.0698492242	-0.0878497244	-0.0132885381	-0.1338420515	0.0480736017	0.0826637548	0.1458052437	0.0159222422	-0.0428305688	0.014688118	0.1588733235	-0.0216864364	-0.1617461979	-0.1875872493	0.1978001279	-0.0328963906	-0.0170216087	-0.1987665841	-0.0989290676	-0.0762713621	-0.04251805	0.1628688208	-0.1221654294	0.1135534693	0.0227822074	-0.0253344042	-0.0296004345	-0.0676319365	-0.1255522276	-0.0245884637	0.0573060029	0.0769834476	0.0751405047	0.073232874	-0.0205019842	0.0242356379	0.0850701193	0.2552674083	0.0868511123	-0.0264488566	0.0841118783	0.1226700492	-0.0652539152	-0.0683083114	-0.0425736254	0.046770428	-0.040409706	-0.0553800067	-0.1204857002	-0.0219751096	-0.082710986	-0.0335547117	-0.0034982277	-0.0543258068	0.0581657599	0.084752897	-0.0199920152	0.0827348465	-0.0728844435	-0.2134736782	-0.0831153074	0.2422145974	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0294643375143976	0.003270336897728	1.069510342464121e-05	0.0008681471851623	-0.0218322728145494	-0.0495654596719958	0.0024567347924962	0.0004766481362489	0.0266928811331013	0.0137478597835781	0.0001890036486289	0.0007125099031858	0.0011680115850912	0.0005600117431996	3.136131525214547e-07	1.3642510629072574e-06	-0.00021993572422	-0.00021993572422	4.83717227881759e-08	4.83717227881759e-08	0.0001101284097153	0.0001101284097153	1.2128266626420984e-08	1.2128266626420984e-08
833.5267332801604	0.732276260747426	0.5362285220542322	694766.8150926958	1175.3912477001702	-6.069395399584892	1381544.5851701628	36.83756051650224	814.7271261585896	0.2144875678072821	0.0460049167438834	663780.2900986344	839.023953327924	773.0236616681713	1.049774	18.397104	0.0343682368704002	0.0219113791393536	0.0246366869	0.0031126456	0.0569470546	0.0655157165	-0.1621515698	-0.0359451019	0.0238803283	0.0808321613	-0.0675062617	0.051497801	-0.1437249008	0.0520302839	-0.1036098976	0.0560098458	-0.067254759	0.0238197861	0.0647362203	0.1346144991	-0.0308457672	0.0054190104	0.0192940472	0.0164550868	-0.1267746233	0.0718451022	-0.0010604774	-0.0012431376	0.1340669033	-0.0424354234	0.2300210708	0.074104349	-0.0520237788	0.09698594	-0.0095042121	-0.1765243966	-0.0036491455	0.109774312	0.0160359745	0.1609531532	0.0067734997	-0.0853766343	-0.1632971632	-0.104217423	-0.1249643669	0.0099089287	0.0576555022	0.1305902476	0.1413969657	-0.1410923974	0.0146070455	-0.0011094003	-0.0190659751	0.0053087688	0.0898204521	0.0391744285	-0.0733878331	-0.1072128588	-0.0018196329	0.0343818513	0.0337786484	-0.0155234115	0.1181555804	0.0288366634	-0.0729024483	0.1221820663	-0.1661209486	-0.0834594663	0.0766813139	0.0647457499	0.1162127713	0.0580779136	0.1174871013	0.1230309676	-0.1212908116	-0.0302823098	0.212058823	0.0865182791	-0.0404510112	0.0300025258	0.0369432982	0.0336863563	-0.0251509451	-0.0597396082	-0.1517719171	0.0415600832	0.0435604622	-0.0596408355	-0.1834030892	0.1484616865	-0.0769756156	0.0028564083	0.020223412	-0.0262728313	0.1380983861	-0.006537646	0.0061761778	0.0402897088	-0.0397407028	-0.0054319904	0.0389759866	0.0536827423	0.1091780757	0.0602017638	0.0310482636	-0.0503451487	-0.1024406022	-0.0475717727	-0.0347440086	-0.0037610363	-0.0460755565	-0.03849334	0.020763356	-0.0484452358	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0313882184070735	0.0019238808926759	3.701317689203423e-06	0.0009852202547701	-0.0252149866827409	-0.0033827138681915	1.1442753114055104e-05	0.0006357955534108	0.0065593935401935	-0.0201334875929077	0.0004053573226537	4.302564361513222e-05	0.0011680211576392	9.572548000146357e-09	9.1633675215106e-17	1.364273424692817e-06	-0.0001768570705389	4.307865368110002e-05	3.1278423399601454e-08	1.8557704029761522e-09	0.0002456032738187	0.0001354748641034	1.83534388038347e-08	6.032096811046334e-08
833.0223371012395	-0.5043961789209561	0.2544155053100612	693926.2141096111	1177.7315524386377	2.3403047384674664	1387051.6096095236	5.477026268893277	814.2904124445291	-0.4367137140604882	0.1907188680485058	663068.8757990814	839.055514802774	780.5854400486909	1.066671	18.693224	0.1046846138896965	0.0616726557513247	0.0248232252	0.0277836739	-0.0325997264	-0.0491039371	0.133923547	0.1756975956	-0.0242518643	-0.0820017022	-0.0480857398	0.0523275332	0.157342024	0.0297650301	-0.0801038938	-0.0311988822	0.1226684924	0.0110150692	-0.0275914656	-0.1206002617	-0.0238847273	-0.0176303939	0.1471557405	0.0821445273	0.0306975828	0.0098422764	0.0381564107	0.0612774474	-0.0204154862	-0.1545321812	-0.1585353726	-0.0655882847	0.0614868509	0.1116311031	-0.0305944328	-0.048791374	0.0301011404	0.0384725688	0.0084054279	0.0031404563	-0.107335607	-0.1011825327	0.1376820884	-0.1605523254	0.0205509604	0.0280454809	-0.0239096081	0.1231660425	0.0324729157	0.0346948795	0.1704788413	0.0701095694	-0.0257279053	0.0086531578	-0.10928652	-0.0258234694	0.0632288215	0.1269981032	-0.035937594	0.0297264909	-0.0721761797	-0.1760756935	0.0501619488	-0.0586595601	0.083539422	-0.1367495386	0.0243910841	0.0311441137	0.1051697589	-0.0162866442	0.0193052432	0.1172312652	-0.0447791683	-0.0546173905	0.0815927443	-0.0017385265	0.1393455611	-0.0613266611	-0.0867851705	-0.0084312989	-0.0778113476	-0.0146740286	-0.0963871656	-0.0309136026	0.0461647576	-0.0412996736	-0.0503653042	0.082708219	-0.1001406188	0.0064067596	0.1270176535	0.0360433858	-0.0761339948	-0.0245355962	-0.1329888994	0.0334347643	0.0034924575	-0.086762923	-0.0016856374	0.0177271931	-0.0470336301	-0.0406169992	-0.0016605932	-0.1964071967	-0.0261157036	-0.0096089785	-0.0669679972	-0.0921404136	-0.1356113685	-0.0033491878	0.1999757833	0.0690656975	-0.2044910948	0.1084314638	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0260842033149799	-0.0053040150920936	2.8132576097156705e-05	0.0006803856625772	0.021363108468094	0.0465780951508349	0.0021695189478802	0.0004563824034195	0.0262937840657215	0.0197343905255279	0.000389446169414	0.0006913630804947	0.0005380181304523	-0.0006300030271869	3.969038142646579e-07	2.8946350869538813e-07	-0.0001469337509261	2.992331961279999e-05	2.158952716121319e-08	8.954050566497804e-10	0.0002470391894438	1.43591562509998e-06	2.061853682406266e-12	6.102836112104971e-08
833.6075741040753	0.5852370028358109	0.342502349488243	694901.5876036814	1179.4135513305664	1.6819988919287423	1391016.3250621783	2.8291202724495177	814.6202537887089	0.3298413441797265	0.1087953123302888	663606.1578827804	838.7491148586121	771.9440004393111	1.080567	18.936747	0.1276717108333332	0.0756563515088026	-0.0366334035	-0.0096245202	-0.1121108948	0.0410496753	-0.1326827524	0.000793303	-0.0159020807	0.0823478761	-0.0665829511	-0.095543631	-0.0288239297	0.0185033375	-0.1306555275	-0.0781140687	-0.0273384903	-0.0135877405	-0.0247005311	0.0841768249	0.137906649	-0.019820643	-0.0732749735	-0.0390181691	-0.0335969052	-0.0342963635	0.08767931	-0.1665313664	0.0545747073	-0.069640969	0.0301917131	0.1584072086	0.1173097568	-0.0333659109	-0.0550640438	0.0275206554	0.0501273243	0.1307865336	-0.1422201376	0.162690966	0.0741566343	0.0119174213	0.0496414992	-0.1155806036	-0.0224791916	-0.0679030118	-0.0938444988	0.1113576454	0.0187483532	0.099048881	0.1033741467	-0.1323490776	0.0131393788	0.0704429029	0.0257832147	-0.0402450882	0.0260552047	-0.1209626019	0.0648140306	-0.0568647737	0.1121829442	0.1117925484	0.0834934089	0.1082382532	0.0939037985	0.0326975035	0.0423603389	-0.0163521855	-0.0746214539	0.1508682367	0.0559960264	0.0058485278	0.055203504	-0.090849455	0.0565815068	0.0429826469	0.0580863443	0.1669103914	0.0562988	-0.1644029332	0.0562587069	0.0245236869	-0.1165376531	0.0757858392	-0.0481404186	-0.1393863874	-0.0425308659	0.0727453867	-0.0700662947	-0.0804203188	-0.047571664	-0.0114334756	0.0817257588	0.1158582943	0.1083118608	-0.04726951	0.0411203111	-0.0027048592	0.0060070671	-0.0390139154	0.0800134052	-0.0517677815	-0.0188584893	0.128360693	-0.1257458634	0.0487152545	-0.0316441706	-0.0765599046	0.006081625	0.0244776911	-0.0731485116	0.0890496924	-0.0368880611	0.0712727166	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0141600245692643	-0.0119241787457156	0.0001421860387597	0.0002005062958021	-0.0481157553602287	-0.0694788638283226	0.0048273125188746	0.0023151259138853	0.0064747513703125	-0.0198190326954089	0.0003927940569816	4.19224053073636e-05	0.0007710001255026	0.0002329819950503	5.428061001761802e-08	5.94441193525025e-07	3.777824031381272e-08	0.0001469715291664	1.4271954412081849e-15	2.160063038551403e-08	9.80000023827946e-05	-0.000149039187061	2.2212679279805365e-08	9.604000467027748e-09
